repository,commit_sha,experiment,reuse_mode,selected_path,path_status,operation,platform,python_requirement,compiler_or_runtime,smoke_command,smoke_status,classification,license_status,license_spdx,disk_bytes,download_bytes,blocker,notes
unifolm_vla,ff6c39aeb0454cfb95418c66aef40ca777f935c1,07_specialist_skill,REMOTE_ONLY,prepare_data,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_vla,ff6c39aeb0454cfb95418c66aef40ca777f935c1,07_specialist_skill,REMOTE_ONLY,src/unifolm_vla,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_vla,ff6c39aeb0454cfb95418c66aef40ca777f935c1,08_unitree_r1,REMOTE_ONLY,deployment/model_server,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_vla,ff6c39aeb0454cfb95418c66aef40ca777f935c1,08_unitree_r1,REMOTE_ONLY,experiments,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_vla,ff6c39aeb0454cfb95418c66aef40ca777f935c1,08_unitree_r1,REMOTE_ONLY,prepare_data,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_vla,ff6c39aeb0454cfb95418c66aef40ca777f935c1,08_unitree_r1,REMOTE_ONLY,src/unifolm_vla,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_vla,ff6c39aeb0454cfb95418c66aef40ca777f935c1,09_mini_reflect,REMOTE_ONLY,deployment/model_server,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_vla,ff6c39aeb0454cfb95418c66aef40ca777f935c1,09_mini_reflect,REMOTE_ONLY,experiments,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_vla,ff6c39aeb0454cfb95418c66aef40ca777f935c1,09_mini_reflect,REMOTE_ONLY,prepare_data,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_vla,ff6c39aeb0454cfb95418c66aef40ca777f935c1,09_mini_reflect,REMOTE_ONLY,src/unifolm_vla,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,06_world_model,REMOTE_ONLY,configs,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,06_world_model,REMOTE_ONLY,examples,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,06_world_model,REMOTE_ONLY,external,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,06_world_model,REMOTE_ONLY,prepare_data,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,06_world_model,REMOTE_ONLY,scripts,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,06_world_model,REMOTE_ONLY,src/unifolm_wma,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,06_world_model,REMOTE_ONLY,unitree_deploy,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,08_unitree_r1,REMOTE_ONLY,configs,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,08_unitree_r1,REMOTE_ONLY,examples,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,08_unitree_r1,REMOTE_ONLY,external,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,08_unitree_r1,REMOTE_ONLY,prepare_data,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,08_unitree_r1,REMOTE_ONLY,scripts,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,08_unitree_r1,REMOTE_ONLY,src/unifolm_wma,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,08_unitree_r1,REMOTE_ONLY,unitree_deploy,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,09_mini_reflect,REMOTE_ONLY,configs,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,09_mini_reflect,REMOTE_ONLY,examples,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,09_mini_reflect,REMOTE_ONLY,external,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,09_mini_reflect,REMOTE_ONLY,prepare_data,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,09_mini_reflect,REMOTE_ONLY,scripts,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,09_mini_reflect,REMOTE_ONLY,src/unifolm_wma,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unifolm_wma,3e198de68de55f93f24b3ad623dd499390aaee45,09_mini_reflect,REMOTE_ONLY,unitree_deploy,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
unitree_mujoco,ae6a8403e272733e9996ef59990880330496177f,08_unitree_r1,PAPER_AND_CODE_REFERENCE,example,EXISTS,,,,,,NOT_RUN,NOT_EVALUATED,DISCOVERED,BSD-3-Clause,0,0,,
unitree_mujoco,ae6a8403e272733e9996ef59990880330496177f,08_unitree_r1,PAPER_AND_CODE_REFERENCE,simulate,EXISTS,,,,,,NOT_RUN,NOT_EVALUATED,DISCOVERED,BSD-3-Clause,0,0,,
unitree_mujoco,ae6a8403e272733e9996ef59990880330496177f,08_unitree_r1,PAPER_AND_CODE_REFERENCE,simulate_python,EXISTS,,,,,,NOT_RUN,NOT_EVALUATED,DISCOVERED,BSD-3-Clause,0,0,,
unitree_mujoco,ae6a8403e272733e9996ef59990880330496177f,08_unitree_r1,PAPER_AND_CODE_REFERENCE,unitree_robots,EXISTS,,,,,,NOT_RUN,NOT_EVALUATED,DISCOVERED,BSD-3-Clause,0,0,,
unitree_rl_mjlab,1425b15f73bd4095f0df53709d7c389c3eb9e790,07_specialist_skill,REMOTE_ONLY,README.md,EXISTS,,,,,,NOT_RUN,NOT_EVALUATED,DISCOVERED,Apache-2.0,0,0,,
unitree_rl_mjlab,1425b15f73bd4095f0df53709d7c389c3eb9e790,07_specialist_skill,REMOTE_ONLY,deploy,EXISTS,,,,,,NOT_RUN,NOT_EVALUATED,DISCOVERED,Apache-2.0,0,0,,
unitree_rl_mjlab,1425b15f73bd4095f0df53709d7c389c3eb9e790,07_specialist_skill,REMOTE_ONLY,doc,EXISTS,,,,,,NOT_RUN,NOT_EVALUATED,DISCOVERED,Apache-2.0,0,0,,
unitree_rl_mjlab,1425b15f73bd4095f0df53709d7c389c3eb9e790,07_specialist_skill,REMOTE_ONLY,scripts,EXISTS,,,,,,NOT_RUN,NOT_EVALUATED,DISCOVERED,Apache-2.0,0,0,,
unitree_rl_mjlab,1425b15f73bd4095f0df53709d7c389c3eb9e790,07_specialist_skill,REMOTE_ONLY,simulate,EXISTS,,,,,,NOT_RUN,NOT_EVALUATED,DISCOVERED,Apache-2.0,0,0,,
unitree_rl_mjlab,1425b15f73bd4095f0df53709d7c389c3eb9e790,07_specialist_skill,REMOTE_ONLY,src,EXISTS,,,,,,NOT_RUN,NOT_EVALUATED,DISCOVERED,Apache-2.0,0,0,,
unitree_rl_mjlab,1425b15f73bd4095f0df53709d7c389c3eb9e790,08_unitree_r1,REMOTE_ONLY,README.md,EXISTS,,,,,,NOT_RUN,NOT_EVALUATED,DISCOVERED,Apache-2.0,0,0,,
unitree_rl_mjlab,1425b15f73bd4095f0df53709d7c389c3eb9e790,08_unitree_r1,REMOTE_ONLY,deploy,EXISTS,,,,,,NOT_RUN,NOT_EVALUATED,DISCOVERED,Apache-2.0,0,0,,
unitree_rl_mjlab,1425b15f73bd4095f0df53709d7c389c3eb9e790,08_unitree_r1,REMOTE_ONLY,doc,EXISTS,,,,,,NOT_RUN,NOT_EVALUATED,DISCOVERED,Apache-2.0,0,0,,
unitree_rl_mjlab,1425b15f73bd4095f0df53709d7c389c3eb9e790,08_unitree_r1,REMOTE_ONLY,scripts,EXISTS,,,,,,NOT_RUN,NOT_EVALUATED,DISCOVERED,Apache-2.0,0,0,,
unitree_rl_mjlab,1425b15f73bd4095f0df53709d7c389c3eb9e790,08_unitree_r1,REMOTE_ONLY,simulate,EXISTS,,,,,,NOT_RUN,NOT_EVALUATED,DISCOVERED,Apache-2.0,0,0,,
unitree_rl_mjlab,1425b15f73bd4095f0df53709d7c389c3eb9e790,08_unitree_r1,REMOTE_ONLY,src,EXISTS,,,,,,NOT_RUN,NOT_EVALUATED,DISCOVERED,Apache-2.0,0,0,,
unitree_sdk2,9754cd153af3da471b0fe5f3aa535e426fb11db3,08_unitree_r1,PAPER_AND_CODE_REFERENCE,example,EXISTS,,,,,,NOT_RUN,NOT_EVALUATED,DISCOVERED,BSD-3-Clause,0,0,,
unitree_sdk2,9754cd153af3da471b0fe5f3aa535e426fb11db3,08_unitree_r1,PAPER_AND_CODE_REFERENCE,include,EXISTS,,,,,,NOT_RUN,NOT_EVALUATED,DISCOVERED,BSD-3-Clause,0,0,,
unitree_sdk2,9754cd153af3da471b0fe5f3aa535e426fb11db3,08_unitree_r1,PAPER_AND_CODE_REFERENCE,thirdparty,EXISTS,,,,,,NOT_RUN,NOT_EVALUATED,DISCOVERED,BSD-3-Clause,0,0,,
uv,26a9dd4b2125bc271b47855e1fa0c49af3365db5,bootstrap,DIRECT_DEPENDENCY,,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
vjepa2,204698b45b3712590f06245fbfba32d3be539812,06_world_model,REMOTE_ONLY,app/vjepa_droid,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
vjepa2,204698b45b3712590f06245fbfba32d3be539812,06_world_model,REMOTE_ONLY,configs,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
vjepa2,204698b45b3712590f06245fbfba32d3be539812,06_world_model,REMOTE_ONLY,notebooks,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
vjepa2,204698b45b3712590f06245fbfba32d3be539812,06_world_model,REMOTE_ONLY,src,EXISTS,,,,,,NOT_RUN,LICENSE_REVIEW_REQUIRED,UNKNOWN,,0,0,,
