axis,bootstrap_draws,candidate,ci_high,ci_low,comparator,draw_indices_sha256,effect_id,effective_seed_n,estimate,gate,metric,seed_cluster_sha256
prompt,10000,VERBOSE_TYPED,5.6375,5.37604167,COMPACT_TYPED,323f7a680c5386dbe8c5ad8bd13893d9d3c9e4f3fced7bce19837d93642c5067,PROMPT_VERBOSE_TYPED_MINUS_COMPACT_TYPED__LIVE_BELIEF__EVENT_DRIVEN,12,5.509375,PASS,cost_proxy,51ff8478c1d2983f68cafd53170273947505ae605e9c78c0e01c1e707ce6a0c7
prompt,10000,VERBOSE_TYPED,0.0,0.0,COMPACT_TYPED,c3491144caffddac9985b217e58edee7b44948633c36b77ffc3201b6ab56514b,PROMPT_VERBOSE_TYPED_MINUS_COMPACT_TYPED__LIVE_BELIEF__HYBRID,12,0.0,PASS,completion,51ff8478c1d2983f68cafd53170273947505ae605e9c78c0e01c1e707ce6a0c7
prompt,10000,VERBOSE_TYPED,0.0,0.0,COMPACT_TYPED,ebbc1f5fe0c0bde29d8a030f47e02b97699e1d7e9624295e264076e69f3cb6bf,PROMPT_VERBOSE_TYPED_MINUS_COMPACT_TYPED__LIVE_BELIEF__HYBRID,12,0.0,PASS,progress,51ff8478c1d2983f68cafd53170273947505ae605e9c78c0e01c1e707ce6a0c7
prompt,10000,VERBOSE_TYPED,5.640625,5.37708333,COMPACT_TYPED,27d84cd7cc5f82e995842528ed644be4666d5c6bccf5ebb5a2900ad345bc408e,PROMPT_VERBOSE_TYPED_MINUS_COMPACT_TYPED__LIVE_BELIEF__HYBRID,12,5.509375,PASS,cost_proxy,51ff8478c1d2983f68cafd53170273947505ae605e9c78c0e01c1e707ce6a0c7
prompt,10000,VERBOSE_TYPED,0.0,0.0,COMPACT_TYPED,c5f7841f19b45e4a312e799acb7fec1487d6dc387b2ed22d954db3c430a98ba9,PROMPT_VERBOSE_TYPED_MINUS_COMPACT_TYPED__LIVE_EPISODIC__PERIODIC_ONLY,12,0.0,PASS,completion,51ff8478c1d2983f68cafd53170273947505ae605e9c78c0e01c1e707ce6a0c7
prompt,10000,VERBOSE_TYPED,0.0,0.0,COMPACT_TYPED,c6329bd0fe6cc910f3c7327eb8a53277200fefe5023a0ce6c13f5ed6005d2599,PROMPT_VERBOSE_TYPED_MINUS_COMPACT_TYPED__LIVE_EPISODIC__PERIODIC_ONLY,12,0.0,PASS,progress,51ff8478c1d2983f68cafd53170273947505ae605e9c78c0e01c1e707ce6a0c7
prompt,10000,VERBOSE_TYPED,5.64166667,5.37604167,COMPACT_TYPED,b7f3caf62b6dc756185c382bdab4a27b5d8f45cb0158c1f2342a29d1b79a23bf,PROMPT_VERBOSE_TYPED_MINUS_COMPACT_TYPED__LIVE_EPISODIC__PERIODIC_ONLY,12,5.509375,PASS,cost_proxy,51ff8478c1d2983f68cafd53170273947505ae605e9c78c0e01c1e707ce6a0c7
prompt,10000,VERBOSE_TYPED,0.0,0.0,COMPACT_TYPED,18d38c0c17f737ba00079912b759bde19712b7e48f07fb0da3225ede0d7c3685,PROMPT_VERBOSE_TYPED_MINUS_COMPACT_TYPED__LIVE_EPISODIC__FAILURE_THRESHOLD,12,0.0,PASS,completion,51ff8478c1d2983f68cafd53170273947505ae605e9c78c0e01c1e707ce6a0c7
prompt,10000,VERBOSE_TYPED,0.0,0.0,COMPACT_TYPED,c81963bc8092fb190698b35559645479bab6a46f70edbfdb6a38b0a90f3a3a81,PROMPT_VERBOSE_TYPED_MINUS_COMPACT_TYPED__LIVE_EPISODIC__FAILURE_THRESHOLD,12,0.0,PASS,progress,51ff8478c1d2983f68cafd53170273947505ae605e9c78c0e01c1e707ce6a0c7
prompt,10000,VERBOSE_TYPED,5.640625,5.37708333,COMPACT_TYPED,f0d6471bb42cef067c0bbb1c29612b821fbdc337533689064f7d7edcee3aa9d8,PROMPT_VERBOSE_TYPED_MINUS_COMPACT_TYPED__LIVE_EPISODIC__FAILURE_THRESHOLD,12,5.509375,PASS,cost_proxy,51ff8478c1d2983f68cafd53170273947505ae605e9c78c0e01c1e707ce6a0c7
prompt,10000,VERBOSE_TYPED,0.0,0.0,COMPACT_TYPED,78c5a4a139d9bea2d1a50218022b349661e0903317972039b50d84b6759f991c,PROMPT_VERBOSE_TYPED_MINUS_COMPACT_TYPED__LIVE_EPISODIC__EVENT_DRIVEN,12,0.0,PASS,completion,51ff8478c1d2983f68cafd53170273947505ae605e9c78c0e01c1e707ce6a0c7
prompt,10000,VERBOSE_TYPED,0.0,0.0,COMPACT_TYPED,3043b6f175ad94a905449e88a580a72a597807e530591eb840b620f15822400a,PROMPT_VERBOSE_TYPED_MINUS_COMPACT_TYPED__LIVE_EPISODIC__EVENT_DRIVEN,12,0.0,PASS,progress,51ff8478c1d2983f68cafd53170273947505ae605e9c78c0e01c1e707ce6a0c7
prompt,10000,VERBOSE_TYPED,5.64270833,5.37708333,COMPACT_TYPED,cd9d0502e7504a476b12483ae04b9f306e5b25b626fc67d0ec369ba5fe6358c2,PROMPT_VERBOSE_TYPED_MINUS_COMPACT_TYPED__LIVE_EPISODIC__EVENT_DRIVEN,12,5.509375,PASS,cost_proxy,51ff8478c1d2983f68cafd53170273947505ae605e9c78c0e01c1e707ce6a0c7
prompt,10000,VERBOSE_TYPED,0.0,0.0,COMPACT_TYPED,c4b61d1e16171688da4df7f3cb47a6c13617939fc75f6f0a55e795fdc9a3a0c7,PROMPT_VERBOSE_TYPED_MINUS_COMPACT_TYPED__LIVE_EPISODIC__HYBRID,12,0.0,PASS,completion,51ff8478c1d2983f68cafd53170273947505ae605e9c78c0e01c1e707ce6a0c7
prompt,10000,VERBOSE_TYPED,0.0,0.0,COMPACT_TYPED,5199dccc61575323d0432ad812b34e4b290b59298367ec6633fb3d68e5623989,PROMPT_VERBOSE_TYPED_MINUS_COMPACT_TYPED__LIVE_EPISODIC__HYBRID,12,0.0,PASS,progress,51ff8478c1d2983f68cafd53170273947505ae605e9c78c0e01c1e707ce6a0c7
prompt,10000,VERBOSE_TYPED,5.63958333,5.37604167,COMPACT_TYPED,a2fb99d1358334673de2fa14986e45f821db4753d61ae8769be3702d068741a8,PROMPT_VERBOSE_TYPED_MINUS_COMPACT_TYPED__LIVE_EPISODIC__HYBRID,12,5.509375,PASS,cost_proxy,51ff8478c1d2983f68cafd53170273947505ae605e9c78c0e01c1e707ce6a0c7
