episode_id,seed,condition,controller,detection_correct,detection_present,localization_error_m,task_complete,collision_free,safe_completion,goal_error_m,obstacle_contact_ticks,path_length_m,ticks,replans,semantic_wakes,detector_latency_ms
seed-7208-opaque-rgbd_motion,7208,OPAQUE,RGBD_MOTION,True,True,0.007687195676411563,True,True,True,0.09768730555606142,0,2.594383162653228,275,0,0,0.72
seed-7209-eval_x3-hierarchical,7209,EVAL_X3,HIERARCHICAL,True,True,0.007344482130079846,True,True,True,0.09741915213084719,0,2.5427992811330093,274,0,0,0.72
seed-7209-eval_x3-rgb_only,7209,EVAL_X3,RGB_ONLY,False,False,,False,False,False,1.3664121020582276,267,1.0382085610909348,300,0,0,0.35
seed-7209-eval_x3-rgbd_motion,7209,EVAL_X3,RGBD_MOTION,True,True,0.007344482130079846,True,True,True,0.09741915213084719,0,2.5427992811330093,274,0,0,0.72
seed-7209-no_obstacle-hierarchical,7209,NO_OBSTACLE,HIERARCHICAL,True,False,0.0,True,True,True,0.09788172660337585,0,2.2986177826291048,134,0,0,0.72
seed-7209-no_obstacle-rgb_only,7209,NO_OBSTACLE,RGB_ONLY,True,False,0.0,True,True,True,0.09788172660337585,0,2.2986177826291048,134,0,0,0.35
seed-7209-no_obstacle-rgbd_motion,7209,NO_OBSTACLE,RGBD_MOTION,True,False,0.0,True,True,True,0.09788172660337585,0,2.2986177826291048,134,0,0,0.72
seed-7209-opaque-hierarchical,7209,OPAQUE,HIERARCHICAL,True,True,0.007344482130079846,True,True,True,0.09741915213084719,0,2.5427992811330093,274,0,0,0.72
seed-7209-opaque-rgb_only,7209,OPAQUE,RGB_ONLY,True,True,0.01748864505507069,True,True,True,0.09996689574978472,0,2.5402619447685044,273,0,0,0.35
seed-7209-opaque-rgbd_motion,7209,OPAQUE,RGBD_MOTION,True,True,0.007344482130079846,True,True,True,0.09741915213084719,0,2.5427992811330093,274,0,0,0.72
seed-7210-eval_x3-hierarchical,7210,EVAL_X3,HIERARCHICAL,True,True,0.0005086372611709169,True,True,True,0.09935785000163004,0,2.5532012263383965,273,0,0,0.72
seed-7210-eval_x3-rgb_only,7210,EVAL_X3,RGB_ONLY,False,False,,False,False,False,1.3859842227549926,267,1.0522206547977109,300,0,0,0.35
seed-7210-eval_x3-rgbd_motion,7210,EVAL_X3,RGBD_MOTION,True,True,0.0005086372611709169,True,True,True,0.09935785000163004,0,2.5532012263383965,273,0,0,0.72
seed-7210-no_obstacle-hierarchical,7210,NO_OBSTACLE,HIERARCHICAL,True,False,0.0,True,True,True,0.09786650132705833,0,2.2981432697610544,134,0,0,0.72
seed-7210-no_obstacle-rgb_only,7210,NO_OBSTACLE,RGB_ONLY,True,False,0.0,True,True,True,0.09786650132705833,0,2.2981432697610544,134,0,0,0.35
seed-7210-no_obstacle-rgbd_motion,7210,NO_OBSTACLE,RGBD_MOTION,True,False,0.0,True,True,True,0.09786650132705833,0,2.2981432697610544,134,0,0,0.72
seed-7210-opaque-hierarchical,7210,OPAQUE,HIERARCHICAL,True,True,0.0005086372611709169,True,True,True,0.09935785000163004,0,2.5532012263383965,273,0,0,0.72
seed-7210-opaque-rgb_only,7210,OPAQUE,RGB_ONLY,True,True,0.011449266257213929,True,True,True,0.09932240576507287,0,2.5532378735814056,273,0,0,0.35
seed-7210-opaque-rgbd_motion,7210,OPAQUE,RGBD_MOTION,True,True,0.0005086372611709169,True,True,True,0.09935785000163004,0,2.5532012263383965,273,0,0,0.72
seed-7211-eval_x3-hierarchical,7211,EVAL_X3,HIERARCHICAL,True,True,0.006154989844543369,True,True,True,0.09991454420502659,0,2.598797903089564,275,0,0,0.72
seed-7211-eval_x3-rgb_only,7211,EVAL_X3,RGB_ONLY,False,False,,False,False,False,1.360899345102848,266,1.098014753199503,300,0,0,0.35
seed-7211-eval_x3-rgbd_motion,7211,EVAL_X3,RGBD_MOTION,True,True,0.006154989844543369,True,True,True,0.09991454420502659,0,2.598797903089564,275,0,0,0.72
seed-7211-no_obstacle-hierarchical,7211,NO_OBSTACLE,HIERARCHICAL,True,False,0.0,True,True,True,0.09790525983333671,0,2.299351127953421,134,0,0,0.72
seed-7211-no_obstacle-rgb_only,7211,NO_OBSTACLE,RGB_ONLY,True,False,0.0,True,True,True,0.09790525983333671,0,2.299351127953421,134,0,0,0.35
seed-7211-no_obstacle-rgbd_motion,7211,NO_OBSTACLE,RGBD_MOTION,True,False,0.0,True,True,True,0.09790525983333671,0,2.299351127953421,134,0,0,0.72
seed-7211-opaque-hierarchical,7211,OPAQUE,HIERARCHICAL,True,True,0.006154989844543369,True,True,True,0.09991454420502659,0,2.598797903089564,275,0,0,0.72
seed-7211-opaque-rgb_only,7211,OPAQUE,RGB_ONLY,True,True,0.007306454320594888,True,True,True,0.09987833646648646,0,2.5988236445301918,275,0,0,0.35
seed-7211-opaque-rgbd_motion,7211,OPAQUE,RGBD_MOTION,True,True,0.006154989844543369,True,True,True,0.09991454420502659,0,2.598797903089564,275,0,0,0.72
seed-7212-eval_x3-hierarchical,7212,EVAL_X3,HIERARCHICAL,True,True,0.013180082625538462,True,True,True,0.09991914071009843,0,2.5396298298865188,272,0,0,0.72
seed-7212-eval_x3-rgb_only,7212,EVAL_X3,RGB_ONLY,False,False,,False,False,False,1.4535382844956033,269,0.9808916159675259,300,0,0,0.35
seed-7212-eval_x3-rgbd_motion,7212,EVAL_X3,RGBD_MOTION,True,True,0.013180082625538462,True,True,True,0.09991914071009843,0,2.5396298298865188,272,0,0,0.72
seed-7212-no_obstacle-hierarchical,7212,NO_OBSTACLE,HIERARCHICAL,True,False,0.0,True,True,True,0.09788009001933007,0,2.29856677894603,134,0,0,0.72
seed-7212-no_obstacle-rgb_only,7212,NO_OBSTACLE,RGB_ONLY,True,False,0.0,True,True,True,0.09788009001933007,0,2.29856677894603,134,0,0,0.35
seed-7212-no_obstacle-rgbd_motion,7212,NO_OBSTACLE,RGBD_MOTION,True,False,0.0,True,True,True,0.09788009001933007,0,2.29856677894603,134,0,0,0.72
seed-7212-opaque-hierarchical,7212,OPAQUE,HIERARCHICAL,True,True,0.013180082625538462,True,True,True,0.09991914071009843,0,2.5396298298865188,272,0,0,0.72
seed-7212-opaque-rgb_only,7212,OPAQUE,RGB_ONLY,True,True,0.013180082625538462,True,True,True,0.09991914071009843,0,2.5396298298865188,272,0,0,0.35
seed-7212-opaque-rgbd_motion,7212,OPAQUE,RGBD_MOTION,True,True,0.013180082625538462,True,True,True,0.09991914071009843,0,2.5396298298865188,272,0,0,0.72
