comparison_metric,seed,member_count,cluster_mean,members_json
R3-R1:mission_success,20262406,12,0.25,"[0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:mission_success,20262407,12,0.25,"[0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:mission_success,20262408,12,0.25,"[0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:mission_success,20262409,10,0.1,"[0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:mission_success,20262410,10,0.3,"[0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:safety_composite,20262401,12,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:safety_composite,20262402,12,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:safety_composite,20262403,12,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:safety_composite,20262404,12,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:safety_composite,20262405,12,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:safety_composite,20262406,12,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:safety_composite,20262407,12,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:safety_composite,20262408,12,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:safety_composite,20262409,10,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:safety_composite,20262410,10,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:progress,20262401,12,0.2388423858294817,"[5.463674717098854e-07,0.9999952616815875,0.0,-1.8891159769829358e-07,0.9328834589292536,0.9332300042749433,-4.7678896086811307e-07,2.4401082820979525e-08,0.0,0.0,0.0,0.0]"
R3-R1:progress,20262402,12,0.24127942853330633,"[-1.0298305075373548e-07,0.9999962992833078,0.0,5.467451791307809e-08,0.9429092684223506,0.952447999768612,-7.856043415799263e-08,-2.982056271916278e-07,0.0,0.0,0.0,0.0]"
R3-R1:progress,20262403,12,0.23901720150616526,"[3.6778599032949444e-07,0.9999970085663388,0.0,6.737863622596763e-08,0.9400231121232318,0.928185591998231,-4.923400342971007e-08,3.194555583396763e-07,0.0,0.0,0.0,0.0]"
R3-R1:progress,20262404,12,0.23976987431331398,"[-1.0299083219589278e-07,0.999997420567689,0.0,1.9543795015675158e-07,0.9389778079761942,0.9382633958673443,2.05551312637553e-08,-2.4565370915219376e-07,0.0,0.0,0.0,0.0]"
R3-R1:progress,20262405,12,0.23886759887864803,"[-1.487219252194194e-07,0.9999982499849054,0.0,5.118567741879687e-07,0.9328811099558018,0.933531599371819,5.982179307473245e-08,-1.9572539189383065e-07,0.0,0.0,0.0,0.0]"
R3-R1:progress,20262406,12,0.23914310906988334,"[-5.82541806903869e-07,0.9999971534290858,0.0,8.235249030486003e-07,0.9227157040219252,0.9470041221051816,6.398167295973423e-08,2.4317638680493303e-08,0.0,0.0,0.0,0.0]"
R3-R1:progress,20262407,12,0.23988193104306613,"[-1.1182958559174949e-07,0.9999975056252278,0.0,1.9054889865977032e-07,0.9441411958743943,0.9344436442593009,4.619681958084598e-07,2.8607036184347123e-07,0.0,0.0,0.0,0.0]"
R3-R1:progress,20262408,12,0.2379898200909796,"[-3.968044458568798e-07,0.9999982230112215,0.0,-1.6343667408325047e-07,0.9250289074078946,0.930851870783201,-3.510650502525081e-07,-2.4880439131180765e-07,0.0,0.0,0.0,0.0]"
R3-R1:progress,20262409,10,0.09415229317645146,"[9.328262750019078e-07,0.0,1.4456925578887336e-07,0.941521161988735,2.5253084823262384e-07,4.39849400568626e-07,0.0,0.0,0.0,0.0]"
R3-R1:progress,20262410,10,0.28885756218208103,"[1.5599527025678128e-07,0.9999974684828639,1.7435539900745312e-07,0.9458098664287294,0.9427679632718915,2.03381289920479e-07,-2.1009463335719403e-07,0.0,0.0,0.0]"
R3-R1:total_wakes,20262401,12,0.16666666666666666,"[0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:total_wakes,20262402,12,0.08333333333333333,"[0.0,1.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0]"
R3-R1:total_wakes,20262403,12,0.16666666666666666,"[0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:total_wakes,20262404,12,0.25,"[0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:total_wakes,20262405,12,0.16666666666666666,"[0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:total_wakes,20262406,12,0.16666666666666666,"[0.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0]"
