bootstrap_draws,candidate,comparator,contrast,effective_seed_n,estimate,metric,q025,q975,seed_cluster_sha256
10000,HYBRID,PERIODIC_ONLY,HYBRID_MINUS_PERIODIC__EPISODIC_ONLY,20,-1.62928061,budget_cost_proxy,-1.62928063,-1.6292806,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,HYBRID,PERIODIC_ONLY,HYBRID_MINUS_PERIODIC__LIVE_EPISODIC,20,0.0,completion,0.0,0.0,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,HYBRID,PERIODIC_ONLY,HYBRID_MINUS_PERIODIC__LIVE_EPISODIC,20,0.0,progress,0.0,0.0,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,HYBRID,PERIODIC_ONLY,HYBRID_MINUS_PERIODIC__LIVE_EPISODIC,20,-0.66666667,late_trigger_ticks,-0.66666667,-0.66666667,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,HYBRID,PERIODIC_ONLY,HYBRID_MINUS_PERIODIC__LIVE_EPISODIC,20,-0.04166667,wasted_triggers,-0.04166667,-0.04166667,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,HYBRID,PERIODIC_ONLY,HYBRID_MINUS_PERIODIC__LIVE_EPISODIC,20,-1.62928061,budget_cost_proxy,-1.62928064,-1.62928057,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__NO_REPLAN,20,0.0,completion,0.0,0.0,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__NO_REPLAN,20,0.0,progress,0.0,0.0,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__NO_REPLAN,20,0.0,late_trigger_ticks,0.0,0.0,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__NO_REPLAN,20,0.0,wasted_triggers,0.0,0.0,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__NO_REPLAN,20,0.64127191,budget_cost_proxy,0.64119873,0.64134515,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__PERIODIC_ONLY,20,0.75,completion,0.75,0.75,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__PERIODIC_ONLY,20,0.48958325,progress,0.48958325,0.48958325,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__PERIODIC_ONLY,20,-3.91666667,late_trigger_ticks,-3.91666667,-3.91666667,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__PERIODIC_ONLY,20,-1.79166667,wasted_triggers,-1.79166667,-1.79166667,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__PERIODIC_ONLY,20,-16.0279907,budget_cost_proxy,-16.02806388,-16.02791748,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__FAILURE_THRESHOLD,20,0.75,completion,0.75,0.75,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__FAILURE_THRESHOLD,20,0.48958325,progress,0.48958325,0.48958325,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__FAILURE_THRESHOLD,20,-5.125,late_trigger_ticks,-5.125,-5.125,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__FAILURE_THRESHOLD,20,-0.875,wasted_triggers,-0.875,-0.875,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__FAILURE_THRESHOLD,20,-7.01534428,budget_cost_proxy,-7.01541745,-7.01527105,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__EVENT_DRIVEN,20,0.75,completion,0.75,0.75,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__EVENT_DRIVEN,20,0.48958325,progress,0.48958325,0.48958325,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__EVENT_DRIVEN,20,0.0,late_trigger_ticks,0.0,0.0,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__EVENT_DRIVEN,20,-7.25,wasted_triggers,-7.25,-7.25,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__EVENT_DRIVEN,20,-72.70003667,budget_cost_proxy,-72.70010978,-72.69996346,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__HYBRID,20,0.75,completion,0.75,0.75,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__HYBRID,20,0.48958325,progress,0.48958325,0.48958325,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__HYBRID,20,-3.125,late_trigger_ticks,-3.125,-3.125,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__HYBRID,20,-3.16666667,wasted_triggers,-3.16666667,-3.16666667,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
10000,LIVE_EPISODIC,FIXED_SNAPSHOT,LIVE_EPISODIC_MINUS_FIXED__HYBRID,20,-31.05727135,budget_cost_proxy,-31.05733255,-31.05719813,2a58176a8728975c2a7c89848426ff4f5087b977200a3f30d72a5a87faf74ab1
