seed,variant_id,correctness,adverse_composite,semantic_mutation_correctness,history_correctness,stale_action_rate,invalid_target_rate,repeated_failed_target_rate,unnecessary_scan_rate,failure_explanation_accuracy,context_facts_mean,context_bytes_mean,control_correctness
20263006,LIVE_SEMANTIC,0.4166666666666667,0.2222222222222222,0.4166666666666667,0.3333333333333333,0.0,0.6666666666666666,0.0,0.08333333333333333,0.3333333333333333,16.0,1316.0,1.0
20263006,LIVE_EPISODIC,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.5,0.0,1.0,0.0,0.08333333333333333,1.0,16.666666666666668,1418.6666666666667,1.0
20263006,LIVE_SEPARATE,0.5833333333333334,0.2222222222222222,0.5833333333333334,0.6666666666666666,0.0,0.6666666666666666,0.0,0.08333333333333333,1.0,16.666666666666668,1418.6666666666667,1.0
20263007,FIXED_M5,0.25,0.3333333333333333,0.25,0.16666666666666666,0.0,1.0,0.0,0.08333333333333333,0.3333333333333333,16.0,1316.0,1.0
20263007,LIVE_SEMANTIC,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,16.0,1319.0,1.0
20263007,LIVE_EPISODIC,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.5,0.0,1.0,0.0,0.08333333333333333,1.0,16.666666666666668,1418.6666666666667,1.0
20263007,LIVE_SEPARATE,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.666666666666668,1421.6666666666667,1.0
20263008,FIXED_M5,0.25,0.3333333333333333,0.25,0.16666666666666666,0.0,1.0,0.0,0.08333333333333333,0.3333333333333333,16.0,1316.0,1.0
20263008,LIVE_SEMANTIC,0.5833333333333334,0.3333333333333333,0.5833333333333334,0.3333333333333333,0.0,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,16.0,1314.6666666666667,1.0
20263008,LIVE_EPISODIC,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.5,0.0,1.0,0.0,0.08333333333333333,1.0,16.666666666666668,1418.6666666666667,1.0
20263008,LIVE_SEPARATE,0.8333333333333334,0.05555555555555555,0.8333333333333334,0.8333333333333334,0.0,0.16666666666666666,0.0,0.0,1.0,16.666666666666668,1417.3333333333333,1.0
20263009,FIXED_M5,0.25,0.3333333333333333,0.25,0.16666666666666666,0.0,1.0,0.0,0.08333333333333333,0.3333333333333333,16.0,1316.0,1.0
20263009,LIVE_SEMANTIC,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,16.0,1317.6666666666667,1.0
20263009,LIVE_EPISODIC,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.5,0.0,1.0,0.0,0.08333333333333333,1.0,16.666666666666668,1418.6666666666667,1.0
20263009,LIVE_SEPARATE,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.666666666666668,1420.3333333333333,1.0
20263010,FIXED_M5,0.25,0.3333333333333333,0.25,0.16666666666666666,0.0,1.0,0.0,0.08333333333333333,0.3333333333333333,16.0,1318.0,1.0
20263010,LIVE_SEMANTIC,0.75,0.1111111111111111,0.75,0.5,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,16.0,1318.0,1.0
20263010,LIVE_EPISODIC,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.5,0.0,1.0,0.0,0.08333333333333333,1.0,16.666666666666668,1420.6666666666667,1.0
20263010,LIVE_SEPARATE,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.666666666666668,1420.6666666666667,1.0
20263011,FIXED_M5,0.25,0.3333333333333333,0.25,0.16666666666666666,0.0,1.0,0.0,0.08333333333333333,0.3333333333333333,16.0,1318.0,1.0
20263011,LIVE_SEMANTIC,0.75,0.1111111111111111,0.75,0.5,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,16.0,1317.3333333333333,1.0
20263011,LIVE_EPISODIC,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.5,0.0,1.0,0.0,0.08333333333333333,1.0,16.666666666666668,1420.6666666666667,1.0
20263011,LIVE_SEPARATE,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.666666666666668,1420.0,1.0
20263012,FIXED_M5,0.25,0.3333333333333333,0.25,0.16666666666666666,0.0,1.0,0.0,0.08333333333333333,0.3333333333333333,16.0,1316.0,1.0
20263012,LIVE_SEMANTIC,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,16.0,1318.3333333333333,1.0
20263012,LIVE_EPISODIC,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.5,0.0,1.0,0.0,0.08333333333333333,1.0,16.666666666666668,1418.6666666666667,1.0
20263012,LIVE_SEPARATE,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.666666666666668,1421.0,1.0
20263013,FIXED_M5,0.4166666666666667,0.2222222222222222,0.4166666666666667,0.3333333333333333,0.0,0.6666666666666666,0.0,0.08333333333333333,0.3333333333333333,16.0,1318.0,1.0
20263013,LIVE_SEMANTIC,0.5,0.2222222222222222,0.5,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,16.0,1318.0,1.0
20263013,LIVE_EPISODIC,0.5833333333333334,0.2222222222222222,0.5833333333333334,0.6666666666666666,0.0,0.6666666666666666,0.0,0.08333333333333333,1.0,16.666666666666668,1420.0,1.0
20263013,LIVE_SEPARATE,0.6666666666666666,0.2222222222222222,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.0,1.0,16.666666666666668,1420.0,1.0
20263014,FIXED_M5,0.25,0.3333333333333333,0.25,0.16666666666666666,0.0,1.0,0.0,0.08333333333333333,0.3333333333333333,16.0,1318.0,1.0
20263014,LIVE_SEMANTIC,0.75,0.1111111111111111,0.75,0.5,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,16.0,1318.0,1.0
20263014,LIVE_EPISODIC,0.4166666666666667,0.3333333333333333,0.4166666666666667,0.5,0.0,1.0,0.0,0.08333333333333333,1.0,16.666666666666668,1423.3333333333333,1.0
20263014,LIVE_SEPARATE,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.666666666666668,1423.3333333333333,1.0
20263015,FIXED_M5,0.4166666666666667,0.2222222222222222,0.4166666666666667,0.3333333333333333,0.0,0.6666666666666666,0.0,0.08333333333333333,0.3333333333333333,16.0,1317.0,1.0
20263015,LIVE_SEMANTIC,0.75,0.1111111111111111,0.75,0.5,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,16.0,1319.6666666666667,1.0
20263015,LIVE_EPISODIC,0.5833333333333334,0.2222222222222222,0.5833333333333334,0.6666666666666666,0.0,0.6666666666666666,0.0,0.08333333333333333,1.0,16.666666666666668,1419.0,1.0
20263015,LIVE_SEPARATE,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,16.666666666666668,1421.6666666666667,1.0
20263016,FIXED_M5,0.4166666666666667,0.2222222222222222,0.4166666666666667,0.3333333333333333,0.0,0.6666666666666666,0.0,0.08333333333333333,0.3333333333333333,16.0,1317.0,1.0
20263016,LIVE_SEMANTIC,0.75,0.1111111111111111,0.75,0.5,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,16.0,1318.3333333333333,1.0
20263016,LIVE_EPISODIC,0.5833333333333334,0.2222222222222222,0.5833333333333334,0.6666666666666666,0.0,0.6666666666666666,0.0,0.08333333333333333,1.0,16.666666666666668,1422.3333333333333,1.0
