variant_id,correctness,adverse_composite,stale_action_rate,invalid_target_rate,repeated_failed_target_rate,unnecessary_scan_rate,failure_explanation_accuracy,context_facts_mean,context_bytes_mean,control_correctness
FIXED_M5,0.32812499999999994,0.2916666666666665,0.0,0.8749999999999997,0.0,0.06770833333333336,0.3333333333333332,16.0,1317.109375,1.0
LIVE_SEMANTIC,0.6276041666666665,0.1979166666666665,0.0,0.21354166666666666,0.3802083333333333,0.01171875,0.3333333333333332,16.0,1318.0468749999998,1.0
LIVE_EPISODIC,0.4947916666666667,0.2916666666666665,0.0,0.8749999999999997,0.0,0.06770833333333336,1.0,16.666666666666654,1420.1718750000005,1.0
LIVE_SEPARATE,0.8815104166666667,0.06597222222222222,0.0,0.19791666666666663,0.0,0.01171875,1.0,16.666666666666654,1421.1093749999998,1.0
