comparison_metric,seed,member_count,cluster_mean,members_json
R3-R0:progress,20262110,10,0.4737449545285843,"[0.0,0.0,0.0,0.0,-0.16652950609246447,0.9999979329158787,0.9999979508162067,0.9551176973064377,0.9979721988230061,0.9508932715167788]"
R3-R0:total_wakes,20262101,12,-0.5833333333333334,"[0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0]"
R3-R0:total_wakes,20262102,12,-0.5833333333333334,"[0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0]"
R3-R0:total_wakes,20262103,10,-0.5,"[0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0]"
R3-R0:total_wakes,20262104,11,-0.5454545454545454,"[0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0]"
R3-R0:total_wakes,20262105,12,-0.5,"[0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0]"
R3-R0:total_wakes,20262106,12,-0.5833333333333334,"[0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0]"
R3-R0:total_wakes,20262107,9,-0.4444444444444444,"[0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0]"
R3-R0:total_wakes,20262108,11,-0.5454545454545454,"[0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0]"
R3-R0:total_wakes,20262109,12,-0.5833333333333334,"[0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0]"
R3-R0:total_wakes,20262110,10,-0.4,"[0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0]"
R3-R1:mission_success,20262101,12,0.25,"[0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:mission_success,20262102,12,0.25,"[0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:mission_success,20262103,10,0.2,"[0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:mission_success,20262104,11,0.2727272727272727,"[0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:mission_success,20262105,12,0.25,"[0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:mission_success,20262106,12,0.25,"[0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:mission_success,20262107,9,0.3333333333333333,"[0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0]"
R3-R1:mission_success,20262108,11,0.18181818181818182,"[0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:mission_success,20262109,12,0.25,"[0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:mission_success,20262110,10,0.1,"[0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:safety_composite,20262101,12,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
R3-R1:safety_composite,20262102,12,0.0,"[0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0]"
